step,system_total_stopped,system_total_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
630.0,96,13966.0,0.5112119871108136,4,1173.0,0.07904088285950062,34,7878.0,0.026979163131043503,29,5638.0,0.0,29,7378.0,0.021708908353024307,96,22067.0
635.0,95,13139.0,0.6275822813721758,7,1204.0,0.009345194703112063,35,8053.0,0.021461323682902694,27,5238.0,0.03956893712957048,26,7139.0,0.029236817277554603,95,21634.0
640.0,94,12176.0,0.7051566719020562,9,1247.0,5.0908705900597843e-05,35,8228.0,0.011256532906782602,23,5358.0,0.054541565441380176,27,6993.0,0.013770922388729708,94,21826.0
645.0,102,12665.0,0.6403824382313034,9,1297.0,0.11790587595180901,36,8408.0,0.019028781746733704,28,5486.0,0.019893781157974338,29,7133.0,0.015308786690455635,102,22324.0
650.0,108,13194.0,0.621822632722704,9,1342.0,0.1339408244697642,37,8591.0,3.8073927889202817e-06,32,5638.0,0.005073135330981284,30,7282.0,0.022006232249576922,108,22853.0
655.0,112,13747.0,0.17899043839463594,12,1396.0,0.04731918028770221,37,8776.0,0.0,33,5802.0,7.505488347037051e-06,30,7429.0,0.0,112,23403.0
660.0,113,14300.0,0.16795159485882183,12,1447.0,0.032222058274123576,38,8961.0,0.0,33,5967.0,0.001361162026375115,30,7579.0,0.0,113,23954.0
665.0,106,14377.0,0.2588177657965731,12,1507.0,0.05716730790701675,34,8622.0,0.005125889072338892,33,6132.0,0.00789743603886035,27,7501.0,0.0010525036541784876,106,23762.0
670.0,104,14486.0,0.4091218407022818,13,1568.0,0.0010981344948727315,31,8780.0,0.020056552033059855,33,6303.0,0.026367424029055144,27,7589.0,0.002631717592963692,104,24240.0
675.0,108,14737.0,0.5390393769212215,14,1638.0,0.0,33,8753.0,0.018809295371654544,34,6470.0,0.012647738058098277,27,7724.0,0.008989515526111502,108,24585.0
680.0,110,15276.0,0.5015425526845984,13,1697.0,0.0,36,8928.0,1.886012412815294e-05,34,6637.0,0.0,27,7859.0,0.014664494160630434,110,25121.0
685.0,110,15826.0,0.2835588885790099,13,1762.0,0.011368717345646057,36,9108.0,0.022526037668799986,34,6807.0,0.0,27,7994.0,0.0024571774465736097,110,25671.0
690.0,111,16378.0,0.24944009224955357,13,1827.0,0.07591876217905844,37,9293.0,0.010958859509626714,34,6977.0,0.0,27,8129.0,0.006056390618478509,111,26226.0
695.0,115,16943.0,0.15148839232793815,15,1893.0,0.03235590660182942,38,9483.0,0.013987913406246095,34,7147.0,0.0,28,8268.0,4.549462808419878e-07,115,26791.0
700.0,114,17097.0,0.07091408994817479,13,1711.0,0.017746469912938274,39,9676.0,4.2957930922321865e-06,34,7317.0,0.004380557690081054,28,8408.0,0.0,114,27112.0
705.0,113,17619.0,0.20659947530676934,12,1601.0,0.04744486419512747,39,9871.0,0.0,34,7487.0,0.010092571460758362,28,8548.0,0.0,113,27507.0
710.0,112,17965.0,0.2006418421011281,11,1467.0,0.04124569558584736,39,10066.0,0.0,34,7657.0,0.00018142135221948654,28,8691.0,0.02585771656194472,112,27881.0
715.0,116,18536.0,0.21958568981024387,13,1391.0,3.696691106923658e-06,40,10261.0,0.0,35,7832.0,0.0,28,8831.0,0.03768279071967911,116,28315.0
720.0,114,19086.0,0.1571202825189866,11,1434.0,0.002043501036424498,39,10456.0,0.0037597679460715074,35,8007.0,0.0,29,8977.0,0.02688254189316255,114,28874.0
725.0,114,19648.0,0.22191759190315175,11,1489.0,0.0011784028415936438,39,10651.0,0.007993726577692463,35,8182.0,0.0,29,9115.0,0.028757379780215742,114,29437.0
730.0,115,20220.0,0.2194210190035254,12,1549.0,0.0,40,10851.0,0.012127554238385217,35,8357.0,0.0,28,9251.0,0.021398821870375728,115,30008.0
735.0,119,20808.0,0.12333074205426202,12,1609.0,0.0,41,11053.0,4.253014641071008e-06,35,8532.0,0.0029818910016833895,31,9402.0,0.0002797875267597169,119,30596.0
740.0,121,21411.0,0.19406067367141405,12,1669.0,0.0,42,11261.0,1.0010641443779352e-05,35,8707.0,0.0073057021060204275,32,9562.0,3.1060400583754825e-07,121,31199.0
745.0,120,21996.0,0.03196804599375574,12,1729.0,0.0,42,11471.0,0.0,36,8884.0,0.003607835008648473,30,9706.0,0.0007453190253681288,120,31790.0
750.0,121,22600.0,0.06488463396931342,12,1789.0,0.0,42,11681.0,0.0,37,9068.0,2.6045625402980794e-06,30,9847.0,0.0,121,32385.0
755.0,121,23205.0,0.11766687085835385,12,1849.0,0.0,42,11891.0,0.0,37,9253.0,0.0,30,9997.0,0.0,121,32990.0
760.0,121,23759.0,0.1863647906848653,11,1815.0,0.0,42,12101.0,0.0,38,9438.0,0.0,30,10147.0,0.0024049266154426586,121,33501.0
765.0,120,24359.0,0.09338206541156625,11,1870.0,0.0,42,12311.0,0.0,37,9623.0,0.0048398362338628554,30,10297.0,0.008200481311612808,120,34101.0
770.0,120,24959.0,0.12285971228745089,11,1925.0,0.0,42,12521.0,0.0019639797605516627,37,9808.0,0.010158865008511667,30,10450.0,0.013856421271728913,120,34704.0
