step,system_total_stopped,system_total_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
475.0,2,47.0,4.599721811020129,0,3.0,0.349107906625404,1,32.0,0.38722292523385876,0,156.0,0.10305963904016686,1,24.0,0.2941933633082495,2,215.0
480.0,6,69.0,3.7423456224429725,0,3.0,0.361569086217577,1,40.0,0.2012809497723608,3,166.0,0.18483033608623392,2,31.0,0.0004821099058090082,6,240.0
485.0,7,101.0,4.605958219681207,1,5.0,0.24691697598077986,2,49.0,0.2910942507533754,3,181.0,0.21552403831541472,1,31.0,0.0,7,266.0
490.0,8,127.0,2.0764992262278836,0,0.0,0.0061793891069023355,3,56.0,0.1273670621647794,4,200.0,0.001561853334252681,1,36.0,0.0,8,292.0
495.0,11,179.0,1.6351982108082095,1,5.0,0.0,4,73.0,0.0008116422851443789,5,225.0,0.0,1,41.0,0.0,11,344.0
500.0,11,234.0,1.6940958062422482,1,10.0,0.0,4,93.0,0.0,5,253.0,0.07337908046735366,1,49.0,0.15151077874937466,11,405.0
505.0,11,289.0,1.2767759449992593,1,15.0,0.0,4,113.0,0.007625461610209534,5,278.0,0.048868306691395164,1,54.0,0.27251047619485264,11,460.0
510.0,10,249.0,0.8367902486014669,1,20.0,0.0290603555004818,1,51.0,0.07609303725029844,6,307.0,4.071383720486054e-05,2,61.0,0.12339195104168992,10,439.0
515.0,9,292.0,1.9255195218576677,1,25.0,0.12411949261643068,1,31.0,0.1453605347488599,6,337.0,0.0,1,61.0,0.2774937849728716,9,454.0
520.0,8,307.0,3.0444465731945383,0,0.0,0.4183008161613111,1,36.0,0.2357452674676311,6,370.0,0.10922044665611402,1,66.0,0.0,8,472.0
525.0,8,280.0,3.7425143088305988,0,0.0,1.0,2,45.0,0.13553538604482515,6,400.0,0.11057948181968325,0,0.0,1.0,8,445.0
530.0,8,280.0,2.9599433418422567,0,0.0,1.0,1,12.0,0.40545104763897427,7,433.0,6.386797676682143e-06,0,0.0,1.0,8,445.0
535.0,10,325.0,1.8153655480538908,0,3.0,0.3877190392839834,3,22.0,0.18338318635077736,7,468.0,0.0,0,0.0,1.0,10,493.0
540.0,11,368.0,1.4900413410043778,1,6.0,0.310331211337651,3,30.0,0.10454690127950321,7,503.0,0.0,0,0.0,0.049030351445266566,11,539.0
545.0,10,418.0,2.402381766908499,0,6.0,0.3328796169688745,3,45.0,0.045685963321088326,7,538.0,0.0,0,0.0,0.2037009395447788,10,589.0
550.0,10,458.0,2.9281787949371965,1,8.0,0.25878961400833395,2,45.0,0.11892404929444061,7,573.0,0.0,0,0.0,0.36552389100390625,10,626.0
555.0,10,508.0,3.058242803979331,1,13.0,0.24501003272682886,2,55.0,0.14433450730389788,7,611.0,0.03545871453851921,0,0.0,0.4870223796665538,10,679.0
560.0,14,573.0,1.3186512348528125,3,26.0,0.0911241527543139,3,68.0,2.919541764956124e-05,7,646.0,0.10592664934812564,1,4.0,7.871177191112743e-06,14,744.0
565.0,15,645.0,1.4142057007410163,3,41.0,0.14430330394994606,3,83.0,0.0,8,683.0,0.09498235336506232,1,9.0,0.0,15,816.0
570.0,12,588.0,0.743663777651522,2,32.0,0.009869936011518187,0,12.0,0.022865697959681193,9,724.0,0.05277552002631021,1,14.0,0.0,12,782.0
575.0,13,649.0,1.0682247787611776,2,25.0,0.0,0,12.0,0.16869440015615278,10,770.0,0.00026258559062248475,1,19.0,0.0,13,826.0
580.0,12,685.0,1.7263871142353846,1,12.0,0.0,1,17.0,0.0,9,812.0,0.041113575130486524,1,24.0,0.0,12,865.0
585.0,13,745.0,2.2938205512625536,1,17.0,0.0,1,22.0,0.0,10,857.0,0.029596868092965092,1,29.0,0.0,13,925.0
590.0,13,809.0,1.1008506282756567,1,22.0,0.0,1,30.0,0.21610759509292696,10,906.0,0.01935203269791605,1,37.0,0.20575886611264116,13,995.0
595.0,13,874.0,1.639951408660272,1,27.0,0.0,1,35.0,0.3049615212874268,10,956.0,0.03491214482214179,1,42.0,0.2900409544932633,13,1060.0
600.0,15,944.0,0.13682627613813683,1,32.0,0.0,2,43.0,1.7469397843396412e-05,10,1006.0,0.0119305607775052,2,49.0,2.7926176213601748e-05,15,1130.0
605.0,16,1023.0,0.0,1,37.0,0.0,2,53.0,0.0,11,1060.0,0.0,2,59.0,0.0,16,1209.0
610.0,16,1103.0,0.0,1,42.0,0.0,2,63.0,0.0,11,1115.0,0.0,2,69.0,0.0,16,1289.0
615.0,15,1143.0,0.1853745663812494,1,47.0,0.0,1,21.0,0.061177610884513886,11,1170.0,0.0,2,79.0,0.0,15,1317.0
620.0,16,1218.0,0.48279404259390307,1,52.0,0.0,2,26.0,0.09500693219403424,11,1225.0,0.0,2,89.0,0.0,16,1392.0
625.0,15,1293.0,0.9575616417011538,1,57.0,0.0,1,31.0,0.17667789953432853,11,1283.0,0.03205753275031442,2,99.0,0.0,15,1470.0
